Origin Time,Latitude,Longitude,Depth,Magnitude,Location,Total Fatalities,Total Injuries,Estimated Economic Loss (USD),Buildings Collapsed,Population Density
2021-05-21 23:21:00 IST,26.26,96.94,10,2.9,"167km S of Changlang, Arunachal Pradesh, India",3,3,114274,11,13485
2021-05-21 23:06:20 IST,25.77,99.16,10,4,"332km SE of Changlang, Arunachal Pradesh, India",0,4,46529,15,2600
2021-05-21 20:54:00 IST,26.06,98.46,30,4.3,"259km SE of Changlang, Arunachal Pradesh, India",1,4,86544,11,6409
2021-05-21 20:01:22 IST,25.88,99.35,10,5,"339km SE of Changlang, Arunachal Pradesh, India",2,3,49784,9,14409
2021-05-21 19:18:41 IST,25.67,99.96,100,5.8,"402km SE of Changlang, Arunachal Pradesh, India",3,7,184842,6,1412
2021-05-21 11:02:32 IST,35.29,77.98,90,4.2,"131km NNE of Leh, Laddakh, India",1,9,199370,12,8930
2021-05-20 15:05:20 IST,32.83,76.13,10,3.2,"70km NNW of Dharamshala, Himachal Pradesh, India",1,4,132515,13,13791
2021-05-20 13:39:21 IST,37.06,71.61,84,4,"94km E of Fayzabad, Afghanistan",1,3,142922,14,14247
2021-05-19 22:24:30 IST,28.26,84.59,10,4.4,"94km NW of Kathmandu, Nepal",1,4,112547,12,12697
2021-05-19 21:08:56 IST,28.3,84.61,10,3.9,"95km NW of Kathmandu, Nepal",3,4,118302,14,12846
2021-05-19 17:55:49 IST,26.22,91.47,30,3.2,"27km WNW of Guwahati, Assam, India",4,6,20127,13,9800
2021-05-19 14:49:30 IST,34.05,70.5,180,4.5,"131km ESE of Kabul , Afghanistan",1,3,96303,11,3345
2021-05-19 14:34:18 IST,33.04,75.92,5,3.2,"92km E of Katra, Jammu and Kashmir, India",3,10,55942,11,10973
2021-05-19 12:06:53 IST,28.72,77.03,5,1.9,"20km NW of New Delhi, India",2,5,114067,15,14676
2021-05-19 08:11:39 IST,28.2,84.42,10,4.9,"103km WNW of Kathmandu, Nepal",2,5,97019,7,7912
2021-05-19 05:28:56 IST,28.24,84.36,10,5.3,"111km WNW of Kathmandu, Nepal",0,3,197341,6,3947
2021-05-18 17:33:00 IST,26.72,92.45,19,3.8,"34km WNW of Tezpur, Assam, India",2,2,145831,14,8623
2021-05-18 16:23:28 IST,37.34,76.88,10,4.2,"317km N of Kargil, Laddakh, India",1,7,114225,10,10374
2021-05-18 04:24:46 IST,15.46,93.37,34,4.1,"247km N of Diglipur, Andaman and Nicobar island, India",1,5,86653,7,3163
2021-05-17 10:07:39 IST,30.92,91.88,165,4.2,"371km N of Tawang, Arunachal Pradesh, India",1,4,183801,5,10801
2021-05-17 09:41:55 IST,36.02,71.67,175,4.3,"156km SE of Fayzabad, Afghanistan",0,6,98502,13,8832
2021-05-17 07:07:03 IST,37.22,72.18,115,4,"145km E of Fayzabad, Afghanistan",3,5,116583,10,9204
2021-05-17 03:37:18 IST,20.68,71.02,10,3.8,"182km S of Rajkot, Gujarat, India",4,4,102112,17,4624
2021-05-16 20:12:19 IST,26.06,92.6,5,2.5,"68km SSW of Tezpur, Assam, India",4,7,79792,10,2371
2021-05-16 01:25:29 IST,27.21,92.34,22,2.6,"61km SE of Tawang, Arunachal Pradesh, India",2,4,101825,9,9370
2021-05-15 08:33:55 IST,26.74,92.39,16,3.9,"41km WNW of Tezpur, Assam, India",0,2,1901,12,8814
2021-05-15 05:09:53 IST,26.28,95.26,81,4.2,"74km E of Mokokchung, Nagaland, India",3,3,22614,10,5103
2021-05-15 01:02:35 IST,22.85,93.75,30,3.1,"80km SSE of Champhai, Mizoram, India",2,8,117481,9,4473
2021-05-14 22:12:03 IST,24.99,95.03,101,4.3,"55km E of Ukhrul, Manipur, India",1,5,178409,8,5241
2021-05-14 15:24:05 IST,39.57,73.03,10,4.7,"349km NE of Fayzabad, Afghanistan",2,6,117411,6,7373
2021-05-14 12:03:09 IST,0.14,96.75,10,6.6,"642km WSW of Kuala Lumpur, Malaysia",3,2,63981,10,14623
2021-05-14 06:32:21 IST,36.49,69.45,147,4.7,"119km SW of Fayzabad, Afghanistan",2,3,27857,8,11465
2021-05-13 14:05:31 IST,36.77,86.62,10,4.8,"833km NE of Hanley, Jammu & Kashmir, India",2,3,139226,14,12783
2021-05-13 09:15:00 IST,23.519,92.614,10,3.3,"25km SSW of Aizawal,Mizoram,India",4,7,71640,7,7609
2021-05-13 02:05:16 IST,25.93,92.84,10,2.6,"80km S of Tezpur, Assam, India",0,5,132161,13,7915
2021-05-12 20:57:45 IST,25.59,92.43,20,2.3,"53km E of Shillong, Meghalaya, India",3,2,119493,12,3104
2021-05-12 19:10:44 IST,36.79,71.58,82,3.9,"97km ESE of Fayzabad, Afghanistan",5,2,123915,12,10829
2021-05-12 00:27:38 IST,26.73,92.36,16,3.1,"43km W of Tezpur, Assam, India",1,7,101680,2,6352
2021-05-10 21:37:09 IST,34.51,74.16,10,3.1,"55km NNW of Gulmarg, Jammu and Kashmir, India",1,8,119182,6,11149
2021-05-10 13:34:23 IST,36.45,71.06,174,4.3,"85km SSE of Fayzabad, Afghanistan",3,4,94027,8,6165
2021-05-10 07:05:52 IST,26.49,92.46,23,3,"37km WSW of Tezpur, Assam, India",1,4,68234,10,1672
2021-05-10 03:49:00 IST,32.32,76.86,5,2.4,"32km WNW of Manali, Himachal Pradesh, India",1,4,51825,12,2637
2021-05-10 02:01:56 IST,27.76,92.86,10,2.4,"99km ENE of Tawang, Arunachal Pradesh, India",2,3,-19250,8,12182
2021-05-10 00:11:26 IST,26.69,92.42,23,3.7,"37km W of Tezpur, Assam, India",2,4,90944,13,3916
2021-05-09 23:58:06 IST,26.68,92.39,18,2.9,"40km W of Tezpur, Assam, India",3,6,175968,6,4002
2021-05-09 09:03:26 IST,22.46,92.8,28,3.7,"91km S of Thenzawl, Mizoram, India",1,5,136504,8,13944
2021-05-09 07:23:37 IST,37.25,71.94,108,4.4,"124km E of Fayzabad, Afghanistan",3,5,111385,7,9881
2021-05-09 05:19:57 IST,36.32,71.22,25,3.6,"105km SE of Fayzabad, Afghanistan",2,3,63299,9,1758
2021-05-09 02:54:43 IST,33.05,75.99,5,2.7,"97km NNW of Dharamshala, Himachal Pradesh, India",2,6,149866,7,2196
2021-05-08 18:50:14 IST,25.63,91.95,13,3.1,"8km NE of Shillong, Meghalaya, India",6,4,94034,11,4121
2021-05-08 13:57:44 IST,17.46,74.51,10,2.7,"88km NNE of Kolhapur, Maharashtra, India",3,2,178746,6,8930
2021-05-08 13:54:56 IST,17.36,73.84,10,2.5,"84km NNW of Kolhapur, Maharashtra, India",3,5,50945,10,11304
2021-05-08 10:26:41 IST,29.77,80.58,9,3.2,"40km ENE of Pithoragarh, Uttarakhand, India",2,7,62501,7,4153
2021-05-08 10:26:18 IST,31.52,68.67,113,4.5,"341km S of Kabul , Afghanistan",4,8,57636,7,13066
2021-05-08 10:24:18 IST,25.18,93.6,154,3.8,"52km NW of Imphal, Manipur, India",0,0,25894,10,1682
2021-05-08 08:09:50 IST,32.98,76.08,10,3,"87km NNW of Dharamshala, Himachal Pradesh, India",2,5,53147,13,3153
2021-05-08 01:09:55 IST,26.32,91.44,28,2.9,"35km WNW of Guwahati, Assam, India",1,4,105160,8,14558
2021-05-07 22:46:41 IST,27.25,88.68,10,3.1,"11km SE of Gangtok, Sikkim",3,6,64389,8,2064
2021-05-07 19:33:18 IST,26.75,92.42,10,2.8,"38km WNW of Tezpur, Assam, India",2,4,-92818,10,13327
2021-05-07 16:51:17 IST,36.45,70.99,180,4.2,"82km SSE of Fayzabad, Afghanistan",1,7,153713,15,10573
2021-05-07 14:55:27 IST,37.22,70.02,238,4.3,"48km WNW of Fayzabad, Afghanistan",1,2,15795,8,1142
2021-05-07 13:46:46 IST,36.26,71.31,210,4.2,"115km SE of Fayzabad, Afghanistan",3,3,129461,11,7281
2021-05-07 13:41:06 IST,38.48,75.04,50,4.3,"423km ENE of Fayzabad, Afghanistan",1,3,101560,11,7808
2021-05-07 10:05:41 IST,34.89,73.62,50,3.7,"116km NW of Gulmarg, Jammu and Kashmir, India",1,5,205868,9,13985
2021-05-07 06:58:23 IST,22.96,95.07,74,3.6,"147km NW of Burma, Myanmar",2,6,149847,10,6345
2021-05-07 06:13:10 IST,26.33,92.34,68,2.8,"57km SW of Tezpur, Assam, India",0,9,74769,9,6729
2021-05-07 00:41:36 IST,22.41,78.95,30,3,"53km E of Pachmarhi, Madhya Pradesh, India",3,6,64896,11,1731
2021-05-07 00:19:36 IST,27.01,92.46,17,2.9,"51km NW of Tezpur, Assam, India",3,7,175136,11,9605
2021-05-06 18:30:19 IST,36.41,71.11,156,4.2,"91km SE of Fayzabad, Afghanistan",1,2,26206,3,3202
2021-05-06 10:30:16 IST,26.55,92.39,10,3.6,"41km WSW of Tezpur, Assam, India",2,2,109543,9,1209
2021-05-06 08:31:58 IST,25.88,92.24,10,2.9,"40km E of Nongpoh, Meghalaya, India",3,8,93443,15,14953
2021-05-05 19:22:12 IST,26.68,92.39,27,3.5,"40km W of Tezpur, Assam, India",2,8,82838,12,4080
2021-05-05 12:49:51 IST,25.13,94.87,50,3.9,"45km ENE of Ukhrul, Manipur, India",3,8,117675,8,2158
2021-05-05 05:48:50 IST,27.39,92.38,10,3.2,"54km ESE of Tawang, Arunachal Pradesh, India",2,7,109477,8,10507
2021-05-05 04:01:23 IST,8.69,94.41,85,4.3,"195km NNE of Campbell Bay, Andaman and Nicobar island, India",0,6,122870,9,12334
2021-05-05 02:19:48 IST,23.79,93.92,10,3.2,"70km ENE of Champhai, Mizoram, India",1,2,106948,7,1007
2021-05-04 16:58:37 IST,36.47,71.41,120,3.9,"103km SE of Fayzabad, Afghanistan",1,7,120884,9,1625
2021-05-04 12:38:35 IST,28.52,86.5,165,4.1,"145km NE of Kathmandu, Nepal",1,6,104668,5,1398
2021-05-04 04:14:48 IST,23.43,94.11,93,3.9,"79km E of Champhai, Mizoram, India",1,5,67028,13,752
2021-05-04 03:27:15 IST,38.36,75.52,136,4.3,"426km N of Kargil, Laddakh, India",0,6,100200,6,9908
2021-05-04 00:43:56 IST,37.11,74.41,10,4.8,"324km NNW of Kargil, Laddakh, India",2,4,64280,11,8845
2021-05-04 00:09:03 IST,26.65,92.41,25,2.8,"38km W of Tezpur, Assam, India",1,4,60981,8,9958
2021-05-03 23:16:23 IST,31.71,91.84,10,3.7,"459km N of Tawang, Arunachal Pradesh, India",3,4,83192,10,7609
2021-05-03 22:05:12 IST,26.09,90.41,33,2.5,"67km NNE of Tura, Meghalaya, India",2,5,94028,8,12271
2021-05-03 21:55:01 IST,26.71,92.39,17,2.8,"40km W of Tezpur, Assam, India",2,4,101761,7,8222
2021-05-03 18:13:08 IST,26.74,92.45,10,3.7,"35km WNW of Tezpur, Assam, India",0,7,145818,12,13785
2021-05-03 16:11:29 IST,25.9,95.21,53.9,3.5,"83km ESE of Mokokchung, Nagaland, India",1,2,75076,15,7310
2021-05-03 02:19:40 IST,5.804,94.887,10,4.5,"172km SE of Campbell Bay, Andaman and Nicobar island, India",1,4,109842,7,11870
2021-05-03 01:23:39 IST,26.43,92.24,40,2.7,"59km ENE of Guwahati, Assam, India",3,1,105901,11,6140
2021-05-03 00:26:32 IST,26.87,91.94,10,2.8,"79km S of Tawang, Arunachal Pradesh, India",1,6,69568,8,6556
2021-05-02 23:02:37 IST,26.82,92.43,13,2.6,"40km WNW of Tezpur, Assam, India",2,1,103687,8,12742
2021-05-02 16:49:19 IST,25.06,65.36,25,4.2,"482km NW of Dwarka, Gujarat, India",2,6,150136,11,1659
2021-05-02 03:48:51 IST,26.71,92.4,16,2.7,"39km W of Tezpur, Assam, India",3,6,109325,9,8495
2021-05-01 20:26:58 IST,26.73,92.37,14,2.7,"42km W of Tezpur, Assam, India",4,0,111329,8,10908
2021-05-01 20:09:46 IST,26.72,92.39,15,3.3,"40km W of Tezpur, Assam, India",0,6,64733,8,11268
2021-05-01 12:57:58 IST,26.09,92.31,27,2.6,"53km ENE of Nongpoh, Meghalaya, India",2,1,198442,10,8892
2021-05-01 02:17:33 IST,18.86,96.95,75,4.4,"235km NNE of Rangoon, Myanmar",1,4,67582,14,6748
2021-05-01 01:04:27 IST,37.03,72.34,50,3.4,"159km E of Fayzabad, Afghanistan",3,6,16610,11,3948
2021-04-30 22:13:27 IST,5.64,94.44,30,4.6,"163km SSE of Campbell Bay, Andaman and Nicobar island, India",1,7,143009,12,13645
2021-04-30 19:51:07 IST,38,69.25,50,3.9,"74km SE of Dushanbe, Tajikistan",1,6,94259,10,5578
2021-04-30 19:44:08 IST,30.64,76.01,10,2.9,"74km W of Chandigarh, Chandigarh, India",2,3,84847,9,11994
2021-04-30 19:10:06 IST,24.38,94.65,34,3.6,"63km SSE of Ukhrul, Manipur, India",2,7,72722,9,523
2021-04-30 18:27:31 IST,26.59,92.39,27,3.2,"40km W of Tezpur, Assam, India",0,6,193585,13,3520
2021-04-30 16:49:28 IST,26.58,92.51,40,3.5,"29km WSW of Tezpur, Assam, India",1,5,117729,15,5216
2021-04-30 03:29:12 IST,24.87,93.59,10,2.6,"31km NNW of Bishnupur, Manipur, India",4,7,127487,15,10090
2021-04-30 02:34:04 IST,23.54,94.8,10,3.6,"148km SE of Moirang, Manipur, India",3,4,108130,9,4823
2021-04-30 02:30:33 IST,27.31,89.12,5,2.1,"50km E of Gangtok, Sikkim",0,7,113502,11,668
2021-04-30 02:18:05 IST,34.65,73.14,10,3.6,"107km N of Islamabad, Pakistan",1,1,169931,12,2649
2021-04-30 01:59:13 IST,37.22,71.68,27,3.5,"101km E of Fayzabad, Afghanistan",0,2,87457,8,3924
2021-04-30 01:36:07 IST,36.38,71.31,150,4.4,"104km SE of Fayzabad, Afghanistan",2,2,27153,7,2681
2021-04-30 01:08:23 IST,26.9,92.43,10,2.8,"45km NW of Tezpur, Assam, India",1,6,143402,9,3095
2021-04-29 21:02:08 IST,28.16,71.56,51,3.6,"172km W of Bikaner, Rajasthan, India",2,8,124835,10,11545
2021-04-29 19:14:48 IST,26.74,92.36,10,2.8,"44km WNW of Tezpur, Assam, India",4,6,105398,12,6209
2021-04-29 16:17:33 IST,26.59,92.47,26,3.3,"32km WSW of Tezpur, Assam, India",0,0,123537,9,6107
2021-04-29 15:37:47 IST,8.47,77.51,5,2.3,"63km E of Thiruvananthapuram, Kerala, India",2,10,81462,9,14500
2021-04-29 13:04:20 IST,26.61,92.33,27,3.6,"46km W of Tezpur, Assam, India",2,2,101034,9,6728
2021-04-29 11:27:44 IST,36.14,71.17,75,4.1,"120km SSE of Fayzabad, Afghanistan",1,5,93414,8,13918
2021-04-29 07:13:36 IST,26.86,93.01,30,2.8,"31km NE of Tezpur, Assam, India",0,8,70425,4,4520
2021-04-29 02:38:33 IST,26.73,92.42,11,2.7,"38km WNW of Tezpur, Assam, India",3,5,159458,9,6039
2021-04-29 01:52:26 IST,26.73,92.43,16,2.7,"37km WNW of Tezpur, Assam, India",3,4,29387,10,5974
2021-04-29 01:41:49 IST,26.78,92.4,11,2.3,"41km WNW of Tezpur, Assam, India",2,3,218044,10,8213
2021-04-29 01:20:53 IST,26.72,92.43,19,4.6,"36km W of Tezpur, Assam, India",0,7,143868,16,8784
2021-04-29 01:10:24 IST,26.71,92.4,19,2.9,"39km W of Tezpur, Assam, India",1,7,11101,6,3759
2021-04-29 00:24:02 IST,26.76,92.93,18,2.6,"18km NE of Tezpur, Assam, India",2,3,88791,11,11914
2021-04-28 23:07:54 IST,16.86,75.72,5,2.6,"158km E of Kolhapur, Maharashtra, India",5,3,91572,12,7473
2021-04-28 21:38:11 IST,26.73,92.38,15,2.8,"41km W of Tezpur, Assam, India",2,2,119594,10,155
2021-04-28 20:13:12 IST,29.97,67.88,10,3.9,"524km SSW of Kabul , Afghanistan",3,2,50531,10,8890
2021-04-28 17:39:57 IST,26.62,92.4,19,3,"39km W of Tezpur, Assam, India",2,7,101601,5,11980
2021-04-28 17:04:04 IST,32.14,76.61,5,2.7,"28km ESE of Dharamshala, Himachal Pradesh, India",2,4,93944,12,3794
2021-04-28 15:55:48 IST,26.77,92.36,10,2.9,"44km WNW of Tezpur, Assam, India",5,1,63119,10,616
2021-04-28 14:34:52 IST,26.83,92.5,10,3.4,"35km NW of Tezpur, Assam, India",4,3,56162,11,12117
2021-04-28 12:32:06 IST,26.36,92.38,23,2.9,"52km SW of Tezpur, Assam, India",2,10,145940,11,14645
2021-04-28 10:39:12 IST,26.62,92.46,10,3.4,"33km W of Tezpur, Assam, India",0,3,15170,10,1194
2021-04-28 10:05:54 IST,26.39,92.52,27,3.2,"39km SW of Tezpur, Assam, India",3,6,123893,11,14073
2021-04-28 08:44:34 IST,26.59,92.46,25,3.6,"33km WSW of Tezpur, Assam, India",2,4,139875,15,5421
2021-04-28 08:25:40 IST,26.54,92.45,26,3.6,"36km WSW of Tezpur, Assam, India",3,5,89072,6,14124
2021-04-28 08:13:21 IST,26.69,92.41,20,4,"38km W of Tezpur, Assam, India",1,3,102618,12,9750
2021-04-28 08:03:01 IST,26.74,92.42,15,4.7,"38km WNW of Tezpur, Assam, India",1,7,158174,8,13359
2021-04-28 07:51:25 IST,26.69,92.36,17,6.4,"43km W of Tezpur, Assam, India",5,5,64757,6,11798
2021-04-27 22:32:17 IST,36.69,71.62,165,4.1,"105km ESE of Fayzabad, Afghanistan",3,2,69917,11,468
2021-04-27 19:10:43 IST,28.98,76.72,10,3,"14km NE of Rohtak, Haryana, India",4,6,75225,4,1028
2021-04-27 12:42:04 IST,26.81,92.73,28,2.6,"18km NNW of Tezpur, Assam, India",2,3,158266,10,7909
2021-04-27 10:47:13 IST,36.31,75.67,158,4.5,"199km NNW of Kargil, Laddakh, India",1,2,164614,7,1987
2021-04-27 10:39:11 IST,25.43,91.9,5,3,"16km S of Shillong, Meghalaya, India",1,7,30205,5,6942
2021-04-26 01:35:25 IST,37.84,73.23,150,4.8,"250km ENE of Fayzabad, Afghanistan",0,6,150312,12,14321
2021-04-25 10:18:44 IST,36.68,70.99,200,3.9,"60km SE of Fayzabad, Afghanistan",0,3,140945,7,4456
2021-04-25 09:11:35 IST,38.33,74.21,125,4,"349km ENE of Fayzabad, Afghanistan",3,5,177679,8,7359
2021-04-25 05:23:39 IST,32.76,76.2,5,2.2,"61km N of Dharamshala, Himachal Pradesh, India",3,7,119255,10,5794
2021-04-24 22:27:06 IST,36.48,69.41,56,4.4,"122km SW of Fayzabad, Afghanistan",4,4,97786,10,9465
2021-04-24 20:15:06 IST,36.51,71.62,120,3.9,"115km SE of Fayzabad, Afghanistan",2,4,157260,9,2947
2021-04-24 00:53:23 IST,28.53,94.56,10,2.8,"62km NNW of Basar, Arunachal Pradesh, India",4,3,134945,4,3936
2021-04-23 13:20:34 IST,36.46,70.98,190,4.7,"80km SSE of Fayzabad, Afghanistan",1,6,212244,11,12888
2021-04-23 02:38:55 IST,37.71,69.52,90,4.4,"113km NW of Fayzabad, Afghanistan",2,4,147935,11,12179
2021-04-22 08:38:57 IST,30.63,87.32,10,3.8,"355km NNW of Lachung, Sikkim, India",0,5,107677,7,11848
2021-04-22 05:55:45 IST,31.36,76.82,10,2.7,"27km SSW of Mandi, Himachal Pradesh, India",5,7,41294,13,11575
2021-04-22 05:54:21 IST,31.37,76.58,8,2.9,"40km SW of Mandi, Himachal Pradesh, India",2,4,70954,7,6918
2021-04-22 04:56:36 IST,36.73,68.38,10,3.7,"197km WSW of Fayzabad, Afghanistan",2,3,28202,12,10946
2021-04-22 04:06:01 IST,37.7,76.11,10,3.6,"349km N of Kargil, Laddakh, India",3,1,89246,14,5838
2021-04-22 01:04:56 IST,11.55,93.62,35,4.3,"97km E of Portblair, Andaman and Nicobar island, India",2,5,146303,8,1555
2021-04-21 18:58:31 IST,29.78,89.61,170,4.3,"247km NNE of Lachung, Sikkim, India",6,8,99816,12,5930
2021-04-20 15:33:43 IST,17.42,73.79,5,2.8,"93km NNW of Kolhapur, Maharashtra, India",2,5,151086,10,2422
2021-04-20 15:21:57 IST,17.4,73.78,5,2.9,"91km NNW of Kolhapur, Maharashtra, India",2,5,116878,10,5893
2021-04-20 05:28:27 IST,0.2,96.62,47,6,"651km WSW of Kuala Lumpur, Malaysia",2,3,79845,10,4496
2021-04-19 18:26:02 IST,36.53,71.26,225,4.3,"89km SE of Fayzabad, Afghanistan",3,3,104381,9,9007
2021-04-19 17:42:39 IST,28.78,89.34,75,4.3,"134km NNE of Lachung, Sikkim, India",3,6,123604,13,5455
2021-04-19 11:17:58 IST,25.9,90.29,10,2.9,"43km N of Tura, Meghalaya, India",3,5,106961,5,10598
2021-04-19 10:37:51 IST,36.32,69.21,10,4.1,"147km SW of Fayzabad, Afghanistan",6,7,107534,8,7706
2021-04-19 01:53:51 IST,25.74,95.28,89,4.3,"100km SE of Mokokchung, Nagaland, India",1,6,61547,11,13796
2021-04-18 18:54:33 IST,22.48,94.08,10,4.8,"133km SE of Champhai, Mizoram, India",2,8,78351,6,1410
2021-04-17 20:38:01 IST,28.08,93.04,10,2.6,"123km NNW of Itanagar, Arunachal Pradesh, India",1,8,212923,13,10331
2021-04-17 17:39:01 IST,37.21,72.27,10,3.9,"152km E of Fayzabad, Afghanistan",2,8,161423,11,10102
2021-04-17 16:08:18 IST,37.96,72.68,70,4.2,"210km ENE of Fayzabad, Afghanistan",3,9,26307,8,14261
2021-04-17 15:45:06 IST,20.73,76.83,16,3,"19km W of Akola,Maharashtra,India",3,5,-18348,10,5604
2021-04-17 08:54:40 IST,32.3,98.83,10,4.6,"548km NNE of Changlang, Arunachal Pradesh, India",2,3,103809,9,4616
2021-04-17 00:20:51 IST,32.35,78.7,10,3.6,"44km SW of Hanley, Jammu & Kashmir, India",1,4,144673,9,2627
2021-04-16 19:23:18 IST,37.32,72.44,10,3.6,"169km E of Fayzabad, Afghanistan",4,5,74002,10,4016
2021-04-16 06:05:56 IST,30.01,79.6,10,2.5,"60km S of Joshimath, Uttarakhand , India",1,6,151082,11,7553
2021-04-16 03:56:28 IST,32.43,78.82,100,4.4,"31km SSW of Hanley, Jammu & Kashmir, India",2,7,102982,5,12573
2021-04-16 03:17:09 IST,32.31,76.39,10,2.9,"11km NNE of Dharamshala, Himachal Pradesh, India",2,4,91846,9,4300
2021-04-16 03:03:30 IST,32.28,76.29,10,3.5,"7km NNW of Dharamshala, Himachal Pradesh, India",2,6,137805,14,2408
2021-04-15 16:19:22 IST,28.81,76.79,10,2.4,"20km ESE of Rohtak, Haryana, India",0,13,73406,6,4118
2021-04-15 04:00:01 IST,19.28,83.38,10,3.2,"145km E of Jagdalpur, Chhattisgarh, India",4,3,85664,15,1558
2021-04-15 02:00:21 IST,36.5,70.42,10,3.4,"67km S of Fayzabad, Afghanistan",1,7,133508,8,13904
2021-04-15 01:19:01 IST,36.23,71.19,19,4.1,"112km SSE of Fayzabad, Afghanistan",0,7,98430,6,13095
2021-04-15 00:09:24 IST,23.32,94.1,30,3.1,"80km E of Champhai, Mizoram, India",2,2,195438,17,4661
2021-04-14 21:00:48 IST,34.19,76.63,5,3.6,"51km W of Alchi(Leh),Jammu & Kashmir,India",2,5,134691,7,3742
2021-04-14 16:25:18 IST,0.12,96.68,30,5.3,"649km WSW of Kuala Lumpur, Malaysia",3,2,131440,14,13585
2021-04-14 15:14:37 IST,36.27,70.55,170,4.4,"92km S of Fayzabad, Afghanistan",2,4,97524,14,76
2021-04-14 12:54:51 IST,36.57,71.52,176,4.3,"104km SE of Fayzabad, Afghanistan",0,3,143737,11,9028
2021-04-14 04:34:57 IST,26.24,92.82,10,2.8,"46km S of Tezpur, Assam, India",2,3,83869,9,13744
2021-04-14 02:09:37 IST,32.63,75.98,14,2.8,"55km NW of Dharamshala, Himachal Pradesh, India",2,1,114118,8,7652
2021-04-13 23:03:10 IST,22.75,94.56,10,3.6,"148km ESE of Champhai, Mizoram, India",3,7,54185,7,94
2021-04-13 16:14:25 IST,30.3,70.49,10,3.9,"373km NW of Bikaner, Rajasthan, India",2,4,151972,8,3322
2021-04-13 15:37:42 IST,36.65,71.56,10,3.4,"102km ESE of Fayzabad, Afghanistan",2,9,114530,12,13840
2021-04-13 15:02:48 IST,39.91,72.49,30,3.6,"314km ESE of Tashkent, Uzbekistan",0,4,199125,6,304
2021-04-13 14:58:52 IST,36.52,70.04,225,4,"78km SW of Fayzabad, Afghanistan",3,6,219614,14,5951
2021-04-13 11:12:47 IST,36.5,70.76,200,4.9,"69km SSE of Fayzabad, Afghanistan",3,3,138165,9,11856
2021-04-13 09:58:07 IST,36.1,68.05,80,4.2,"201km NNW of Kabul , Afghanistan",4,8,103421,8,12579
2021-04-13 02:40:29 IST,29.46,89.53,187,3.6,"211km NNE of Lachung, Sikkim, India",0,6,52696,7,7190
2021-04-12 21:01:30 IST,27.61,92.71,10,3.6,"82km E of Tawang, Arunachal Pradesh, India",4,5,145237,13,3525
2021-04-12 03:17:29 IST,29.6,89.6,150,3.8,"228km NNE of Lachung, Sikkim, India",0,3,110514,9,9015
2021-04-11 20:41:27 IST,12.33,78.72,30,3,"79km SW of Vellore, Tamil Nadu, India",2,11,126901,14,3993
2021-04-11 12:53:59 IST,23.28,81.73,10,3.9,"139km NNW of Bilaspur, Chhattisgarh, India",1,7,186489,14,3866
2021-04-11 04:05:20 IST,36.72,71.65,10,3.8,"106km ESE of Fayzabad, Afghanistan",2,6,58778,10,12123
2021-04-11 03:19:41 IST,28.28,67.01,10,4.2,"618km W of Bikaner, Rajasthan, India",2,6,53784,14,2356
2021-04-10 23:51:51 IST,31.53,90.42,10,4.3,"456km NNE of Lachung, Sikkim, India",0,6,88178,9,132
2021-04-10 23:10:04 IST,39.31,77,12,3.1,"445km SSE of Bishkek, Kyrgyzstan",2,6,141060,5,5084
2021-04-10 20:48:21 IST,28.1,66.47,10,4.3,"671km W of Bikaner, Rajasthan, India",4,5,127743,12,7390
2021-04-09 01:34:19 IST,36.16,70.49,27,3.8,"104km S of Fayzabad, Afghanistan",1,8,55215,8,10590
2021-04-08 18:23:41 IST,30.82,71.24,23,4,"357km WSW of Amritsar, Punjab, India",2,6,137827,5,11727
2021-04-08 00:56:39 IST,37.62,72.91,100,3.8,"216km ENE of Fayzabad, Afghanistan",3,8,39939,8,9969
2021-04-07 17:59:35 IST,35.36,72.54,10,4.2,"192km NNW of Islamabad, Pakistan",0,13,58112,9,9416
2021-04-07 03:25:44 IST,32.28,93.26,10,4.3,"497km NNW of Basar, Arunachal Pradesh, India",2,4,94227,10,10002
2021-04-07 03:18:36 IST,31.99,92.84,10,4.8,"480km NNW of Basar, Arunachal Pradesh, India",1,1,72328,7,4109
2021-04-07 02:03:27 IST,31.28,93.02,10,3.8,"400km NNW of Basar, Arunachal Pradesh, India",0,4,144492,6,5766
2021-04-06 23:16:03 IST,37.56,66.59,10,4.3,"222km WSW of Dushanbe, Tajikistan",1,2,114318,11,9265
2021-04-06 14:31:19 IST,26.95,89.33,10,3.9,"65km SSW of Thimphu, Bhutan",3,7,188278,10,1030
2021-04-06 10:44:35 IST,26.28,88.68,5,3.7,"57km SSE of Siliguri, West Bengal, India",1,4,87640,3,4465
2021-04-06 07:33:55 IST,21.61,94.52,10,3.6,"151km WSW of Burma, Myanmar",2,5,93889,10,6125
2021-04-06 07:07:02 IST,26.72,89.04,10,4.1,"64km E of Siliguri, West Bengal, India",1,8,160519,11,8024
2021-04-06 03:42:16 IST,27.55,95.54,39,2.7,"62km E of Dibrugarh, Assam, India",5,6,95453,11,7322
2021-04-05 20:49:58 IST,27.23,88.84,10,5.1,"25km ESE of Gangtok, Sikkim",1,5,174700,10,10786
2021-04-05 03:39:13 IST,32.69,76.59,5,2.8,"58km NNE of Dharamshala, Himachal Pradesh, India",4,2,127041,8,7127
